PMID,Title,Abstract,Authors,Journal,Mesh Terms,URL,Affiliations
39790177,Stem fixation techniques in revision total knee arthroplasty: A systematic review and meta-analysis.,"This systematic review and meta-analysis aimed to compare the clinical and radiological outcomes of patients undergoing revision total knee arthroplasty (rTKA) using uncemented press-fit stems (hybrid fixation) versus cemented stems (cemented fixation). It is also examined whether cemented fixation offers any superiority over hybrid fixation regarding implant survival, clinical function, imaging analysis and complication rates. Following the PRISMA guidelines, a systematic review and meta-analysis were conducted on five databases (Pubmed, Scopus, Embase, Medline and Cochrane). Articles were evaluated according to levels of evidence (LoE). Retrospective studies were analysed with risk of bias in nonrandomised studies of interventions (Robins-I) and randomised controlled trials with risk of bias 2 (RoB-2). This review was registered in the International Prospective Register of Systematic Reviews database. Meta-analysis was performed using R software, with <i>p</i> < 0.05 considered statistically significant. Data from 12 comparative studies with 1303 patients (1352 rTKAs) were analysed. Survival rates of hybrid and cemented fixations were comparable, with a significant trend favouring hybrid fixation (<i>p</i> = 0.04). Infection and aseptic loosening were the most common causes of failure. Radiographic failure rates showed no significant differences between fixation methods (<i>p</i> = 0.4). Meta-analysis indicated better results with hybrid fixation, although not statistically significant (KSS functional <i>p</i> = 0.15; KSS clinical <i>p</i> = 0.5). High heterogeneity was observed due to variations in patient characteristics and surgical strategies. Both hybrid and cemented fixation techniques achieve satisfactory clinical results in rTKA, with hybrid fixation demonstrating an overall lower failure rate. The choice of fixation method must be tailored to individual patient characteristics and surgical considerations. Further high-quality randomised trials are needed to refine these results and optimise fixation strategies to improve patient outcomes. Level IV.","Onorato Francesco, Giai Via Riccardo, Bosco Francesco, Lavia Alessandro Dario, Barberis Luca, Capella Marcello, Massè Alessandro, Risitano Salvatore",Journal of experimental orthopaedics,,https://pubmed.ncbi.nlm.nih.gov/39790177/,"Department of Orthopaedics, Traumatology and Rehabilitation University of Turin Turin Italy.; Department of Precision Medicine in Medical, Surgical and Critical Care (Me.Pre.C.C.) University of Palermo Palermo Italy.; Department of Orthopaedics and Traumatology G.F. Ingrassia Hospital Unit Palermo Italy.; Department of Economics Boston College Boston Massachusetts USA.; Department of Orthopaedic Surgery and Traumatology Città della Salute e della Scienza Turin Italy."
39776207,Evaluation and refinement of thresholds for early migration of total knee replacements as an estimator of late aseptic loosening: an updated systematic review of RSA and survival studies.,"This study updates 2 parallel systematic reviews and meta-analyses from 2012, which established the 1-year radiostereometric (RSA) migration thresholds for tibial components of total knee replacements (TKR) based on the risk of late revision for aseptic loosening from survival studies. The primary aim of this study was to determine the (mis)categorization rate of the 2012 thresholds using the updated review as a validation dataset. Secondary aims were evaluation of 6-month migration, mean continuous (1- to 2-year) migration, and fixation-specific thresholds for tibial component migration. One review comprised early migration data, measured by maximum total point motion (MTPM), from RSA studies, while the other focused on revision rates for aseptic loosening of tibial components from survival studies. Studies were matched based on prosthesis, fixation (i.e., cemented and uncemented, and uncemented with screw fixation), and insert (PFI). For the primary aim, newly included study group combinations were compared with the 2012 RSA thresholds to determine the (mis)categorization rate. For the secondary aims, new thresholds were determined based on revision rates for any reason in national registries (5-year < 3%, 10-year < 5%, 15-year < 6.5%). After matching studies on PFI, a total of 157 survival and 82 RSA studies were included, comprising 504 study group combinations, 51 different PFIs, and 186,974 TKRs. We found that the 2012 thresholds were valid, with a misclassification rate of 0.5% at 5 and 0.3% at 10 years. Mean continuous migration could not be used to identify safe or unsafe implants. For cemented TKR, the 6-month mean MTPM was acceptable below 0.30 mm and unacceptable above 1.10 mm. For uncemented TKR, it was acceptable below 1.10 mm and unacceptable above 1.55 mm. The updated data reaffirm the 2012 RSA thresholds, confirming their validity in estimating revision risks for tibial component aseptic loosening. The newly proposed fixation-specific 6-month migration thresholds were found to be reliable for early identification of unsafe TKR designs, while 1- to 2-year mean continuous migration data were found not to be reliable for this purpose. These findings support and refine the migration thresholds to improve the evidence-based introduction of new TKR systems.","Puijk Raymond, Singh Jiwanjot, Puijk Rowan H, Laende Elise K, Plevier José W M, Nolte Peter A, Pijls Bart G C W",Acta orthopaedica,"Humans, Arthroplasty, Replacement, Knee, Foreign-Body Migration, Knee Prosthesis, Prosthesis Failure, Radiostereometric Analysis, Reoperation",https://pubmed.ncbi.nlm.nih.gov/39776207/,"Department of Orthopaedics, Spaarne Gasthuis, Hoofddorp, the Netherlands. Rpuijk@spaarnegasthuis.nl.; Department of Orthopaedics, Spaarne Gasthuis, Hoofddorp, the Netherlands.; Mechanical and Materials Engineering, Queen's University, Kingston, Ontario; Division of Orthopaedics, Department of Surgery, Dalhousie University and QEII Health Sciences Centre, Nova Scotia Health Authority, Halifax, Nova Scotia, Canada.; Walaeus Library, Leiden University Medical Center, Leiden, The Netherlands.; Department of Orthopaedics, Spaarne Gasthuis, Hoofddorp; Department of Oral Cell Biology, Academic Centre for Dentistry (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam, the Netherlands.; Department of Orthopaedics, Leiden University Medical Center, Leiden, The Netherlands."
39762981,Tibial stem extension versus standard configuration in primary cemented total knee arthroplasty: systematic review and meta-analysis.,"In order to increase the stability of tibial component in total knee arthroplasty (TKA), intramedullary stem extensions (SE) have been developed. The aim of this systematic review and meta-analysis is to address the critical knowledge gap on post-operative outcomes and complications rate comparison between tibial component with SE compared to the tibial component standard configuration (SC) in primary cemented TKA. We conducted a comprehensive search of online databases, including Pubmed, Embase, ISI Web of science, Cochrane Library, and Scopus, using the following MeSH terms, (total knee arthroplasty) OR (TKA) OR (total knee replacement) AND (Tibial stem) OR (stem extension) OR (long stem). We included clinical studies that compared the tibial SE with no tibial stem (standard configuration) in primary cemented TKA. The important exclusion criteria were studies on revision (secondary) TKA, un-cemented arthroplasty, high level constrained implants, TKA with tibial augment & tibial bone graft, TKA with femoral stems, studies on short tibial keel (shorter than SC), without any tibial keel, studies with less than 12 months of follow-up. Knee Society Score (KSS) functional and clinical scores were considered as clinical outcomes along with tibial loosening and implant survival rate. The retrieved studies were assessed for methodological quality using Cochrane Collaborations tool for assessing the risk of bias in randomized trials (ROB) and Cochrane Risk of Bias in Non-Randomized Studies-of Interventions (ROBINS-I) tools. Weighted mean difference (WMD) with 95% confidence interval (CI) was calculated using random-effects meta-analysis taking into account for heterogeneity. A total of 223,743 patients (223,766 knees) from 15 articles were included. The risk of tibial aseptic loosening is 54% lower on average in SE group in comparison with SC group (RR: 0.46; 95% CI: 0.29 to 0.74), which is more notable among obese class I patients (RR: 0.47; 95% CI: 0.28 to 0.78), but not significantly different among obese class II patients (RR: 0.58; 95% CI: 0.19 to 1.78). KSS functional and clinical score increased 3.85 score (95% CI: 1.52 to 6.18), and 1,24 scores (95% CI: - 0.22 to 2.70) among patients in SE group, respectively. The survival rate was 1.04 times greater in the SE group. There was no notable difference in terms of knee deformity (hip-knee-ankle angle) correction, all cause secondary procedure, and complications rate between the two groups. The meta-analysis of post-operative functional scores and tibial loosening rate indicates a preference for tibial SE over the SC in primary cemented TKA. Some studies were rated as having a fair to critical risk of bias during the quality assessment. To strengthen the evidence and improve the applicability of our findings in clinical practice, future high-quality studies are required.","Heidari Arash, Ebrahimzadeh Mohammad H, Daliri Mahla, Moradi Ali, Sahebi Mahdieh, Sadeghi Masoumeh",Journal of orthopaedic surgery and research,"Arthroplasty, Replacement, Knee, Humans, Tibia, Knee Prosthesis, Bone Cements, Prosthesis Failure, Prosthesis Design, Treatment Outcome, Postoperative Complications, Cementation",https://pubmed.ncbi.nlm.nih.gov/39762981/,"Orthopedic Research Center, Ghaem Hospital, Mashhad University of Medical Sciences, Mashhad, Iran.; Department of Epidemiology, School of Health, Mashhad University of Medical Science, Mashhad, Iran. Sadeghims@mums.ac.ir."
39743933,Association between postoperative zonal fixation of hybrid tibial components in revision total knee arthroplasty and subsequent aseptic loosening.,"Tibial fixation in revision total knee arthroplasty (rTKA) can present surgical challenges. It has been suggested that appropriate fixation in at least two of the three anatomical zones (epiphysis, metaphysis, and diaphysis) is essential for implant survival. However, supporting clinical data are lacking. In this retrospective case-control study, we investigated the relationship between zonal fixation of hybrid rTKA tibial components and re-revision total knee arthroplasty for aseptic loosening (rrTKA-AL). All consecutive rTKAs with hybrid tibial components (May 2006 to December 2020) were screened for subsequent rrTKA-AL. A control group was randomly selected from the remaining cohort. Postoperative radiographs of rTKAs were scored in random order by three blinded observers for zonal fixation in the epiphysis (bone resection level below, at, or above fibular head; 0 to 2), metaphysis (number of sufficiently cemented zones; 0 to 4), and diaphysis (canal filling ratio (CFR); %). The intraclass correlation coefficient (ICC) was calculated to quantify the agreement between observers. Multivariate logistic regression analysis was performed to assess the relationship between zonal fixation and rrTKA-AL. Overall, 33 patients underwent a further rrTKA-AL from a total of 1,173 rTKAs where hybrid tibial components (2.8%) were used. Patients requiring rrTKA-AL had a significantly lower epiphyseal bone resection level (OR 0.43; 95% CI 0.23 to 0.76; p = 0.006), lower number of adequately cemented zones (OR 0.50; 95% CI 0.30 to 0.79; p = 0.004), but no difference in CFR (p = 0.858). Furthermore, patients needing rrTKA-AL had more frequently previous revisions (p = 0.047), a higher rate of a prior use of a stemmed tibial component (p = 0.011), and a higher Anderson Orthopaedic Research Institute classification (p < 0.001). Agreement of zonal fixation between observers was good (ICC 0.79 to 0.87). Patients in need of subsequent rrTKA-AL had lower epiphyseal bone resection levels and a lower number of sufficiently metaphyseal cemented zones following rTKA. These results emphasize the importance of appropriate metaphyseal fixation at rTKA. With this information, orthopaedic surgeons can identify patients at greater risk for rrTKA-AL and optimize their surgical technique in revision knee arthroplasty surgery.","van Laarhoven Simon N, Nota Sjoerd P F T, van Hellemondt Gijs G, Schreurs Berend W, Wymenga Ate B, Heesterbeek Petra J C",The bone & joint journal,"Humans, Arthroplasty, Replacement, Knee, Reoperation, Female, Retrospective Studies, Male, Prosthesis Failure, Aged, Tibia, Case-Control Studies, Knee Prosthesis, Middle Aged, Aged, 80 and over",https://pubmed.ncbi.nlm.nih.gov/39743933/,"Department of Orthopaedic Surgery, Sint Maartenskliniek, Nijmegen, Netherlands.; Department of Orthopaedics, Radboud University Medical Center, Nijmegen, Netherlands.; Department of Research, Sint Maartenskliniek, Nijmegen, Netherlands."
39740675,A systematic review of short- compared with standard-length Exeter stems in primary total hip arthroplasty.,"The Exeter femoral stem has a cemented, polished taper-slip design, and an excellent track record. The current range includes short-length options for various offsets, but less is known about the performance of these stems. The aim of this study was to compare the survival of short-length stems with standard-length Exeter stems. A systematic review of all studies reporting the use of short-length Exeter stems in primary total hip arthroplasty (THA) was undertaken. Survival data, the indication for revision, and patient-reported outcomes were gathered from observational and randomized studies. Studies based on registry data were analyzed separately. The review included nine studies which covered a total of 2,190 short stems. The mean follow-up was 6.4 years (2 to 12) with an all-cause survival of 95.4%. When revisions due to aseptic acetabular loosening were excluded, the survival was 97.7%. Four stems fractured (0.18%). The mean Oxford Hip Score improved from 18.29 (1.33 to 21.6) preoperatively to 41.59 (32.9 to 43.4) at final follow-up. Three studies used data from national registries. A total of 25,895 short stems (offset ≤ 35.5 mm) were used compared with 336,218 standard-length stems. In these studies, short stems had a hazard ratio (HR) for all-cause survival of 1.19 (95% CI 0.96 to 1.43) with a rate of revision per 1,000 component-years of 0.037 compared with 0.035 for standard-length stems. One study from the New Zealand Joint Registry divided short stems into standard and small offset groups. Standard offset short stems (≥ 37.5 mm) had a 0.84 HR (95% CI 0.38 to 1.88) while small offset short stems (≤ 35.5 mm) had a 1.6 HR compared with standard stems (95% CI 1.3 to 1.98). Short Exeter stems perform well and are a safe femoral component in primary THA, according to the current literature. There does not appear to be an increased risk of implant fracture associated with these stems.","Mc Donald Stephen, Yoong Andrel, Evans Jonathan T, Farrow Luke",The bone & joint journal,"Arthroplasty, Replacement, Hip, Humans, Hip Prosthesis, Prosthesis Design, Reoperation, Prosthesis Failure",https://pubmed.ncbi.nlm.nih.gov/39740675/,"Grampian Orthopaedics, Aberdeen Royal Infirmary, Aberdeen, UK.; University of Exeter Medical School, University of Exeter, Exeter, UK.; Princess Elizabeth Orthopaedic Centre, Royal Devon University Healthcare NHS Foundation Trust, Exeter, UK.; Institute of Applied Health Sciences, University of Aberdeen, Aberdeen, UK."
39735818,Total Femur Replacement as a Salvage Procedure for Failed Distal Femur Megaprosthesis: A Case Report and Literature Reviews.,"Total femoral replacement (TFR) is not a common surgery and most indications are for oncological pathologies. However, there are few instances where non-oncological indications might necessitate TFR; this may be a salvage surgery for failed previous hip and/or knee surgeries with consequent significant femur bone loss. We present a 59-year-old obese woman with right thigh pain and difficulty with walking of 5 years duration. She had undergone bilateral total knee replacement 10 years earlier on account of severe knee osteoarthritis. She had a fall 3 years prior to presentation and sustained a periprosthetic fracture around the right knee which was managed with a fixed angle blade plate and screws. This was complicated by implant breakage and non-union. She subsequently had implant removal and a right distal femur replacement (DFR) surgery 2 years prior to presentation. A year after the DFR surgery, she began to experience ""start-up"" pain, instability around the knee and difficulty with walking without support. A clinical and radiologic diagnosis of aseptic loosening of the distal femur megaprosthesis was made and she was offered a revision DFR surgery which also failed due to poor cementing technique, bone loss at the proximal femur, and severe osteoporosis. Patient ended up with a right total femur replacement to salvage the limb. She had improved Lower Extremity Functional Score of 27 after 12-month follow-up. TFR is a viable salvage procedure for severely compromised femur and/or significant bone loss from multiple non-oncological surgeries of the femur.","Ugbeye Michael Ebiyon, Alatishe Kehinde Adesola, Lawal Wakeel Olaide",Journal of the West African College of Surgeons,,https://pubmed.ncbi.nlm.nih.gov/39735818/,"Arthroplasty Unit, Orthopaedic and Trauma Department, National Orthopaedic Hospital, Igbobi, Lagos, Nigeria.; Orthopaedic and Trauma Department, National Orthopaedic Hospital, Igbobi, Lagos, Nigeria."
39731597,Cementless fixation in total knee arthroplasty: current evidence and future perspective.,"Cementless fixation plays an increasing role in total knee arthroplasty (TKA). The objective of this review article is to analyze functional outcomes and survivorship of cementless TKA. A comprehensive literature search for studies reviewing the outcome and survivorship of cementless TKA was conducted. This search was based on the PRISMA 2020 guidelines using PubMed, Medline, and Embase. The included studies were screened by two independent observers. From 2010 to 2022, fifteen studies were included. Eleven studies compared cementless and cemented TKA. Four studies only covered cementless implants. Survivorship and functional outcomes of cementless TKA are at least comparable to those of cemented implants. With improvement in manufacturing, and surgical tools for more precise delivery, such as robotic assisted TKA and 3D-printed implants, one can expect increase in usage of cementless TKA, due to a more biological fixation, better survivorship, and outcomes.","Haslhofer David J, Kraml Nikolaus, Stadler Christian, Gotterbarm Tobias, Klotz Matthias C, Klasan Antonio",Archives of orthopaedic and trauma surgery,"Humans, Arthroplasty, Replacement, Knee, Knee Prosthesis, Prosthesis Design",https://pubmed.ncbi.nlm.nih.gov/39731597/,"Department for Orthopedics and Traumatology, Kepler University Hospital GmbH, Johannes Kepler University Linz, Krankenhausstrasse 9, 4020 Linz and Altenberger Strasse 69, 4040, Linz, Austria. david.haslhofer@gmx.at.; Department for Orthopedics and Traumatology, Kepler University Hospital GmbH, Johannes Kepler University Linz, Krankenhausstrasse 9, 4020 Linz and Altenberger Strasse 69, 4040, Linz, Austria.; Marienhospital Soest, Orthopedics and Trauma Surgery, Widumgasse 5, 59494, Soest, Germany.; Faculty of Medicine, Johannes Kepler University Linz, Altenberger Strasse 69, 4040, Linz, Austria.; Department for Orthopedics and Traumatology, AUVA Graz, Göstinger Straße 24, 8020, Graz, Austria."
39720228,Robotic-Assisted Conversion of Unicompartmental Knee Arthroplasty to Total Knee Arthroplasty.,"Unicompartmental knee arthroplasty (UKA) procedures have become much more common in the United States in recent years, with >40,000 UKAs performed annually<sup>1</sup>. However, it is estimated that 10% to 40% of UKAs fail and thus require conversion to total knee arthroplasty (TKA)<sup>2-5</sup>. In the field of total joint arthroplasty, robotic-assisted surgeries have demonstrated advantages such as better accuracy and precision of implant positioning and improved restoration of a neutral mechanical axis<sup>6-9</sup>. These advantages may be useful in UKA to TKA conversion surgeries, as the use of robotic assistance may result in improved bone preservation. Robotic-assisted TKA is performed with the patient in the supine position, under spinal anesthesia, and with use of a tourniquet. A limited incision is made approximately 1 cm medial to a standard midline incision, through the previous UKA incision. A medial parapatellar arthrotomy and partial synovectomy are performed. Array pins are placed in a standard fashion: intra-incisional in the femoral diaphysis and extra-incisional in the distal tibial diaphysis. Femoral and tibial bone registration is performed, along with functional knee balancing to adjust implant positioning. The robotic arm-assisted system is then utilized to achieve the planned bone resections. After completing all bone cuts, trial components are inserted. Trial reduction is then performed, and knee extension, stability, and range of motion are assessed. The final implant is cemented into place. We utilize a cruciate-retaining TKA implant. No augments are required. An alternative treatment option is manual UKA to TKA conversion. Robotic-assisted conversion of UKA to TKA is especially useful for patients requiring bone preservation. For example, 1 case series found that the use of robotic-assisted conversion of UKA to TKA resulted in a decreased use of augments and a smaller average polyethylene insert thickness compared with manual conversion. Furthermore, mechanical bone loss may occur secondary to implant loosening. Thus, in patients with aseptic loosening, robotic-assisted conversion of UKA to TKA may be useful<sup>10</sup>. Results of robotic-assisted conversion of UKA to TKA have thus far been excellent. In a study of 4 patients undergoing robotic-assisted conversion of UKA to TKA, all patients experienced uneventful recoveries without any need for subsequent re-revision<sup>10</sup>. In a case report of a robotic-assisted conversion of UKA to TKA, the patient was pain-free at both 6 months and 1 year postoperatively, with a range of motion of 0° to 120° at 6 months and 0° to 130° at 1 year, and excellent component alignment on radiographs at 1 year<sup>11</sup>. In another case report, the patient had full range of motion and a normal, painless gait at 1 year postoperatively<sup>12</sup>. When comparing manual versus robotic-assisted conversion, 1 study found no difference in postoperative range of motion or complications among the 28 patients assessed<sup>13</sup>. Ensure accurate soft-tissue balancing prior to implant removal and osseous resection.Augments can easily be cut by executing the initial cut, then moving the resection depth either 5 or 10 mm deeper. The cut is then performed only in the compartment that needs an augment. Augment cutting is usually performed in a stepwise fashion to avoid excessive resection in the other compartments in order to preserve native bone.Having revision implants with increased constraint and metaphyseal fixation available is important during these cases because, as in any revision surgery, unexpected events can lead to the need for other implant choices. UKA = unicompartmental knee arthroplastyRA = robotic-assistedTKA = total knee arthroplastyROM = range of motionCT = computed tomographyPCL = posterior cruciate ligamentDVT = deep venous thrombosisVTE = venous thromboembolism.","Piuzzi Nicolas S, Huffman Nickelas, Lancaster Alex, Deren Matthew E",JBJS essential surgical techniques,,https://pubmed.ncbi.nlm.nih.gov/39720228/,"Department of Orthopaedic Surgery, Cleveland Clinic Foundation, Cleveland, Ohio."
39717839,Double-Butter: A Cementation Technique That Significantly Reduces Lipid Contamination of the Tibial Baseplate in Total Knee Arthroplasty.,"Aseptic loosening is the most common aseptic failure modality following total knee arthroplasty. Recent literature suggests that the implant-cement interface is the ""weak-link"" in fixation and lipid contamination may drive this debonding pattern. Therefore, the purpose of this study was to determine if the ""double-butter"" technique would significantly decrease lipid contamination of the tibial tray. Transparent acrylic models of 7 different tibial baseplates were created to allow for direct visualization of fluid contamination of the implant-cement interface during experimental cementation. Three cementation techniques were then employed in triplicate for each implant: coating only the tibia (""single butter"") and coating of the tibia and baseplate (with and without keel included; ""double-butter""). A dye was added centrally to simulate lipid contamination. After each trial, the degree of implant-cement contamination was calculated. Standard statistical analyses were conducted. With the double-butter technique, there was a significant reduction in contamination for all studied implant designs (range: 0%-7%; <i>P</i> < .05) and contamination was eliminated when the entire implant was coated prior to implantation. The single-butter technique resulted in contamination of 16%-43% of the tibial undersurface. There were significant differences in percent contamination between component designs (<i>P</i> < .05). Cementation technique and implant design each influenced baseplate lipid contamination. While significant differences were noted between keel geometries, we found that the double-butter technique effectively eliminated baseplate contamination, even in the most susceptible designs in this study. We therefore advocate for the incorporation of the double-butter technique to limit lipid contamination and potentially reduce aseptic tibial loosening.","Wilson Jacob M, Mika Aleksander P, Gilbert William W, Mason J Bohannon, Polkowski Gregory G, Martin J Ryan",Arthroplasty today,,https://pubmed.ncbi.nlm.nih.gov/39717839/,"Department of Orthopedic Surgery, Emory University, Atlanta, GA, USA.; Department of Orthopedic Surgery, Vanderbilt University, Nashville, TN, USA.; OrthoCarolina Hip and Knee Center, Charlotte, NC, USA."
39713555,Safe tibial subsidence pattern of a medial pivot knee. An RSA study.,"Micromotion analysis predicts component fixation survival in Total Knee Arthroplasty (TKA) but a paucity of literature exists for medial pivot designs. This clinical study examined the tibial component micromotion in a second-generation medial pivot TKA. This prospective single-center clinical cohort trial involved 35 patients with a mean patient age of 71 years. Operations were performed by one experienced arthroplasty surgeon using the Saiph implant (MatOrtho). All patients received fully cemented fixation with patella resurfacing. Other variables were standardized. Radiostereometric Analysis was performed at 6 weeks, 12 and 24 months to monitor tibial component behavior. Benign, minor micromotion was shown with cemented fixation. At 12 months median subsidence was 0.04 mm and Median Maximal Total Point Motion was 0.44 mm. At 24 months the median subsidence was 0.02 mm and Median Maximal Total Point Motion was 0.46 mm. No tibial components were revised. Low degrees of subsidence and Maximum Total Point Motion imply stable fixation of these medial pivot implants and high patient satisfaction was achieved. This is consistent with favorable long-term performance.","Nivbrant Nils Oscar, Yates Piers J",Journal of orthopaedics,,https://pubmed.ncbi.nlm.nih.gov/39713555/,"Fremantle Hospital, Orthopaedics Research Foundation of WA Alma St, 6160, Fremantle, WA, Australia."
39710212,Aseptic Tibial Loosening Is Associated With Thickness of the Cement: A Radiographic Case-Control Study.,"The cementation technique is crucial for achieving adequate fixation and optimal survivorship in total knee arthroplasty (TKA). The thickness of the cement at the tibial bone-implant surface may be related to aseptic tibial loosening. However, to date, no studies have demonstrated a direct association between cement thickness and rates of aseptic tibial loosening. We performed a retrospective review to identify 28,327 primary cemented TKAs with at least 2 years of follow-up at an academic health system from 2013 to 2021. A total of 115 cases underwent revision surgery for aseptic tibial loosening. Cases where the implant was recalled specifically for loosening (n = 23) were excluded. The remaining 92 aseptic tibial loosening cases were 2:1 propensity score matched and implant matched to control patients who did not have tibial loosening. There were two independent reviewers who then measured the thickness of the cement interface in 10 locations along the bone-implant interface from initial postoperative radiographs. The averages of the reviewers' measurements were calculated and then compared using independent t-tests. Aseptic tibial loosening cases involving implant A tibial baseplate (n = 75) had significantly thinner cement interfaces than matched controls at all the 10 locations measured. Aseptic loosening cases involving implant B (n = 17) also displayed a thinner cement interface than matched controls in all locations, but this result was only statistically significant at the medial baseplate, medial keel, lateral keel, anterior keel, and posterior baseplate. In two widely used TKA systems, tibial aseptic loosening was associated with significantly thinner cement interfaces when compared to propensity-matched controls in two different implant types. Further prospective studies are needed to identify the optimal keel preparation and design as well as minimal cement interface thickness to avoid implant loosening. III.","Schaffler Benjamin C, Robin Joseph X, Katzman Jonathan, Arshi Armin, Rozell Joshua C, Schwarzkopf Ran",The Journal of arthroplasty,"Humans, Bone Cements, Prosthesis Failure, Arthroplasty, Replacement, Knee, Retrospective Studies, Male, Female, Aged, Case-Control Studies, Knee Prosthesis, Middle Aged, Tibia, Reoperation, Radiography, Aged, 80 and over, Cementation",https://pubmed.ncbi.nlm.nih.gov/39710212/,"Department of Orthopedic Surgery, NYU Langone Health, New York, New York."
39708185,The impact of pathogen sensitivity to antibiotics loaded in cement on the number of revisions and costs in the treatment of periprosthetic knee infection.,"This study aims to evaluate the impact of the pathogen's sensitivity to the loaded antibiotics on infection resolution, the number of revisions, and the associated costs in patients undergoing revision total knee arthroplasty (rTKA) due to PJI. We reviewed the treatment and follow-up processes of 61 patients who underwent rTKA for late-stage PJI following primary total knee arthroplasty in our clinic. The study included 11 patients in the resistant group and 50 in the sensitive group in line with the power analysis results. Patients' demographic characteristics and comorbidities were recorded. All patients received dual antibiotic-loaded cement. Microbiological examinations of patients were analyzed, and the number of revision surgeries each patient underwent was determined. We analyzed all surgeries related to infection treatment, including open irrigation, debridement, polyethylene exchange, implant extractions, antibiotic-loaded cement spacer placements, spacer changes, and debridements, and the implantation of revision prostheses, including tumor prostheses. The total number of surgeries each patient underwent was recorded. We also reviewed hospital system records of total protocol costs during patient admissions. Of 61 patients undergoing revision total knee arthroplasty (rTKA) for periprosthetic joint infection, 11 had antibiotic-resistant infections and 50 had antibiotic-sensitive infections. The groups had similar demographics. Polymicrobial infections were more frequent in the resistant group (p = 0.017), with all resistant cases showing gentamicin resistance and two showing teicoplanin resistance. The resistant group required more surgeries (average 3.91 ± 2.7 vs. 2.34 ± 1.3, p = 0.043) compared to the sensitive group, with teicoplanin resistance doubling revision surgeries (p = 0.005). Costs were similar between groups, averaging $6536.96. Gram-negative infections led to more revisions (p = 0.013). Polymicrobial infections did not significantly affect the number of surgeries or costs compared to single strain infections. Our study demonstrates that in rTKA surgeries using dual antibiotic-loaded bone cement, infections caused by antibiotic-resistant microorganisms are more challenging and time-consuming to treat. This underscores the necessity of exploring new methods to enhance local efficacy by loading cement with antibiotics based on specific pathogen culture and sensitivity results, while also providing clinical evidence of the effectiveness of current treatment methods against sensitive microorganisms. Level 3 (a retrospective cohort study).","Davulcu Cumhur Deniz, Özer Mete, Afacan Muhammed Yusuf, Elibollar Cansu, Kaynak Gökhan, Ünlü Mehmet Can",European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,"Humans, Prosthesis-Related Infections, Arthroplasty, Replacement, Knee, Anti-Bacterial Agents, Reoperation, Male, Female, Bone Cements, Aged, Middle Aged, Retrospective Studies, Knee Prosthesis, Debridement, Gentamicins, Aged, 80 and over",https://pubmed.ncbi.nlm.nih.gov/39708185/,"Department of Orthopaedics and Traumatology, Cerrahpasa Faculty of Medicine, Istanbul University-Cerrahpasa, Istanbul, Türkiye. cumhurdeniz.davulcu@iuc.edu.tr.; Department of Orthopaedics and Traumatology, Cerrahpasa Faculty of Medicine, Istanbul University-Cerrahpasa, Istanbul, Türkiye.; Department of Orthopaedics and Traumatology, Cerrahpasa Faculty of Medicine, Istanbul University-Cerrahpasa, Istanbul, Türkiye. muhammedyusuf.afacan@iuc.edu.tr."
